"","species","variable","importance"
"1","Harbor seal","shore_km",84.9097069127765
"2","Harbor seal","yday",84.8248006932312
"3","Harbor seal","long_dd",80.1855448954764
"4","Harbor seal","sst_c",68.6234046125463
"5","Harbor seal","lat_dd",67.4657361849196
"6","Harbor seal","depth_fa",37.006823139552
"7","Harbor seal","soak_hr",36.778450527607
"8","Harbor seal","mesh_size_in",5.03349076550065
"9","Harbor seal","island_yn_X1",1.15428689510673
