"species","variable","importance"
"Harbor seal","yday",530.831897086867
"Harbor seal","long_dd",373.847228960291
"Harbor seal","lat_dd",314.584141154571
"Harbor seal","sst_c",183.890259356663
"Harbor seal","mesh_size_in",138.939209523203
"Harbor seal","shore_km",73.0802403838242
"Harbor seal","depth_fa",30.0559995998311
"Harbor seal","soak_hr",21.2138938070129
"Harbor seal","island_yn_X1",0.0877320831204982
