"species","variable","importance"
"Common murre","lat_dd",268.745776852849
"Common murre","long_dd",93.7076514847246
"Common murre","yday",82.3371519195024
"Common murre","sst_c",54.4350876704629
"Common murre","shore_km",38.3854803675552
"Common murre","soak_hr",20.5552118594552
"Common murre","depth_fa",17.2445368915772
"Common murre","mesh_size_in",6.69340543925439
"Common murre","island_yn_X1",0
