"species","variable","importance"
"Harbor seal","yday",3.47518349069442
"Harbor seal","soak_hr",-0.968547821826537
"Harbor seal","mesh_size_in",-1.39817848381098
"Harbor seal","island_yn_X1",-5.14480402088751
"Harbor seal","shore_km",-9.13140530031357
"Harbor seal","sst_c",-9.2206280056992
"Harbor seal","depth_fa",-10.3040854270674
"Harbor seal","lat_dd",-10.3831399077301
"Harbor seal","long_dd",-11.9737865853653
