"species","variable","importance"
"Harbor seal","yday",916.298639601297
"Harbor seal","long_dd",797.687476128186
"Harbor seal","lat_dd",751.718660444034
"Harbor seal","sst_c",606.59263983086
"Harbor seal","shore_km",494.796431013713
"Harbor seal","depth_fa",354.018524502665
"Harbor seal","soak_hr",301.685911389608
"Harbor seal","mesh_size_in",263.335443725502
"Harbor seal","island_yn_X1",19.7280667735908
