"species","variable","importance"
"California sea lion","soak_hr",25.8403966958199
"California sea lion","yday",19.6743490207664
"California sea lion","sst_c",5.37267133846012
"California sea lion","lat_dd",5.0867591490679
"California sea lion","long_dd",3.93859487102419
"California sea lion","mesh_size_in",3.62679070559734
"California sea lion","island_yn_X1",2.58700040108413
"California sea lion","depth_fa",-0.739088391193473
"California sea lion","shore_km",-11.9739368967407
