"species","variable","importance"
"California sea lion","long_dd",343.591522763983
"California sea lion","lat_dd",248.100446177696
"California sea lion","yday",236.011387348478
"California sea lion","mesh_size_in",218.342788086195
"California sea lion","sst_c",195.081210330835
"California sea lion","soak_hr",48.7642700574687
"California sea lion","depth_fa",32.7863845973622
"California sea lion","shore_km",3.7834996869956
"California sea lion","island_yn_X1",-1.88594277424467
