".threshold",".metric",".estimator",".estimate","species"
0.3,"sens","binary",0.364548494983278,"Harbor seal"
0.31,"sens","binary",0.357859531772575,"Harbor seal"
0.32,"sens","binary",0.354515050167224,"Harbor seal"
0.33,"sens","binary",0.347826086956522,"Harbor seal"
0.34,"sens","binary",0.337792642140468,"Harbor seal"
0.35,"sens","binary",0.334448160535117,"Harbor seal"
0.36,"sens","binary",0.321070234113712,"Harbor seal"
0.37,"sens","binary",0.311036789297659,"Harbor seal"
0.38,"sens","binary",0.304347826086957,"Harbor seal"
0.39,"sens","binary",0.287625418060201,"Harbor seal"
0.4,"sens","binary",0.284280936454849,"Harbor seal"
0.41,"sens","binary",0.274247491638796,"Harbor seal"
0.42,"sens","binary",0.270903010033445,"Harbor seal"
0.43,"sens","binary",0.264214046822742,"Harbor seal"
0.44,"sens","binary",0.260869565217391,"Harbor seal"
0.45,"sens","binary",0.260869565217391,"Harbor seal"
0.46,"sens","binary",0.25752508361204,"Harbor seal"
0.47,"sens","binary",0.25752508361204,"Harbor seal"
0.48,"sens","binary",0.25752508361204,"Harbor seal"
0.49,"sens","binary",0.25752508361204,"Harbor seal"
0.5,"sens","binary",0.25752508361204,"Harbor seal"
0.51,"sens","binary",0.250836120401338,"Harbor seal"
0.52,"sens","binary",0.234113712374582,"Harbor seal"
0.53,"sens","binary",0.230769230769231,"Harbor seal"
0.54,"sens","binary",0.224080267558528,"Harbor seal"
0.55,"sens","binary",0.217391304347826,"Harbor seal"
0.56,"sens","binary",0.217391304347826,"Harbor seal"
0.57,"sens","binary",0.214046822742475,"Harbor seal"
0.58,"sens","binary",0.207357859531773,"Harbor seal"
0.59,"sens","binary",0.204013377926421,"Harbor seal"
0.6,"sens","binary",0.187290969899666,"Harbor seal"
0.61,"sens","binary",0.183946488294314,"Harbor seal"
0.62,"sens","binary",0.173913043478261,"Harbor seal"
0.63,"sens","binary",0.167224080267559,"Harbor seal"
0.64,"sens","binary",0.157190635451505,"Harbor seal"
0.65,"sens","binary",0.157190635451505,"Harbor seal"
0.66,"sens","binary",0.153846153846154,"Harbor seal"
0.67,"sens","binary",0.150501672240803,"Harbor seal"
0.68,"sens","binary",0.140468227424749,"Harbor seal"
0.69,"sens","binary",0.133779264214047,"Harbor seal"
0.7,"sens","binary",0.117056856187291,"Harbor seal"
0.71,"sens","binary",0.110367892976589,"Harbor seal"
0.72,"sens","binary",0.110367892976589,"Harbor seal"
0.73,"sens","binary",0.103678929765886,"Harbor seal"
0.74,"sens","binary",0.096989966555184,"Harbor seal"
0.75,"sens","binary",0.0936454849498328,"Harbor seal"
0.76,"sens","binary",0.0903010033444816,"Harbor seal"
0.77,"sens","binary",0.0903010033444816,"Harbor seal"
0.78,"sens","binary",0.0836120401337793,"Harbor seal"
0.79,"sens","binary",0.0802675585284281,"Harbor seal"
0.8,"sens","binary",0.0769230769230769,"Harbor seal"
0.81,"sens","binary",0.0735785953177258,"Harbor seal"
0.82,"sens","binary",0.0702341137123746,"Harbor seal"
0.83,"sens","binary",0.0535117056856187,"Harbor seal"
0.84,"sens","binary",0.0501672240802676,"Harbor seal"
0.85,"sens","binary",0.040133779264214,"Harbor seal"
0.86,"sens","binary",0.040133779264214,"Harbor seal"
0.87,"sens","binary",0.040133779264214,"Harbor seal"
0.88,"sens","binary",0.0334448160535117,"Harbor seal"
0.89,"sens","binary",0.0334448160535117,"Harbor seal"
0.9,"sens","binary",0.0301003344481605,"Harbor seal"
0.1,"spec","binary",0.818998596162845,"Harbor seal"
0.11,"spec","binary",0.832288254562471,"Harbor seal"
0.12,"spec","binary",0.842676649508657,"Harbor seal"
0.13,"spec","binary",0.849976602714085,"Harbor seal"
0.14,"spec","binary",0.858773982218063,"Harbor seal"
0.15,"spec","binary",0.867852129153018,"Harbor seal"
0.16,"spec","binary",0.875900795507721,"Harbor seal"
0.17,"spec","binary",0.882639213851193,"Harbor seal"
0.18,"spec","binary",0.889190453907347,"Harbor seal"
0.19,"spec","binary",0.896209639681797,"Harbor seal"
0.2,"spec","binary",0.900982686008423,"Harbor seal"
0.21,"spec","binary",0.906691623771642,"Harbor seal"
0.22,"spec","binary",0.910341600374357,"Harbor seal"
0.23,"spec","binary",0.913617220402433,"Harbor seal"
0.24,"spec","binary",0.917641553579785,"Harbor seal"
0.25,"spec","binary",0.921572297613477,"Harbor seal"
0.26,"spec","binary",0.925970987365466,"Harbor seal"
0.27,"spec","binary",0.929433785680861,"Harbor seal"
0.28,"spec","binary",0.933177351427234,"Harbor seal"
0.29,"spec","binary",0.93664014974263,"Harbor seal"
0.3,"spec","binary",0.939728591483388,"Harbor seal"
0.31,"spec","binary",0.942161909218531,"Harbor seal"
0.32,"spec","binary",0.94506317267197,"Harbor seal"
0.33,"spec","binary",0.946841366401497,"Harbor seal"
0.34,"spec","binary",0.948619560131025,"Harbor seal"
0.35,"spec","binary",0.949836218998596,"Harbor seal"
0.36,"spec","binary",0.951333645297145,"Harbor seal"
0.37,"spec","binary",0.95348619560131,"Harbor seal"
0.38,"spec","binary",0.955170800187178,"Harbor seal"
0.39,"spec","binary",0.956574637342068,"Harbor seal"
0.4,"spec","binary",0.957884885353299,"Harbor seal"
0.41,"spec","binary",0.95919513336453,"Harbor seal"
0.42,"spec","binary",0.960692559663079,"Harbor seal"
0.43,"spec","binary",0.962470753392606,"Harbor seal"
0.44,"spec","binary",0.9634066448292,"Harbor seal"
0.45,"spec","binary",0.96471689284043,"Harbor seal"
0.46,"spec","binary",0.966120729995321,"Harbor seal"
0.47,"spec","binary",0.967150210575573,"Harbor seal"
0.48,"spec","binary",0.968741226017782,"Harbor seal"
0.49,"spec","binary",0.970051474029013,"Harbor seal"
0.5,"spec","binary",0.971548900327562,"Harbor seal"
0.51,"spec","binary",0.972204024333177,"Harbor seal"
0.52,"spec","binary",0.973701450631727,"Harbor seal"
0.53,"spec","binary",0.974169396350023,"Harbor seal"
0.54,"spec","binary",0.974450163781001,"Harbor seal"
0.55,"spec","binary",0.975386055217595,"Harbor seal"
0.56,"spec","binary",0.976509124941507,"Harbor seal"
0.57,"spec","binary",0.97753860552176,"Harbor seal"
0.58,"spec","binary",0.979036031820309,"Harbor seal"
0.59,"spec","binary",0.979971923256902,"Harbor seal"
0.6,"spec","binary",0.981001403837155,"Harbor seal"
0.61,"spec","binary",0.98175011698643,"Harbor seal"
0.62,"spec","binary",0.982311651848386,"Harbor seal"
0.63,"spec","binary",0.982966775854001,"Harbor seal"
0.64,"spec","binary",0.983715489003276,"Harbor seal"
0.65,"spec","binary",0.984277023865232,"Harbor seal"
0.66,"spec","binary",0.985212915301825,"Harbor seal"
0.67,"spec","binary",0.985587271876462,"Harbor seal"
0.68,"spec","binary",0.986148806738418,"Harbor seal"
0.69,"spec","binary",0.986897519887693,"Harbor seal"
0.7,"spec","binary",0.98736546560599,"Harbor seal"
0.71,"spec","binary",0.987739822180627,"Harbor seal"
0.72,"spec","binary",0.987833411324286,"Harbor seal"
0.73,"spec","binary",0.988394946186242,"Harbor seal"
0.74,"spec","binary",0.988582124473561,"Harbor seal"
0.75,"spec","binary",0.988956481048198,"Harbor seal"
0.76,"spec","binary",0.989705194197473,"Harbor seal"
0.77,"spec","binary",0.990641085634066,"Harbor seal"
0.78,"spec","binary",0.991296209639682,"Harbor seal"
0.79,"spec","binary",0.991670566214319,"Harbor seal"
0.8,"spec","binary",0.992419279363594,"Harbor seal"
0.81,"spec","binary",0.993261581656528,"Harbor seal"
0.82,"spec","binary",0.993729527374825,"Harbor seal"
0.83,"spec","binary",0.994103883949462,"Harbor seal"
0.84,"spec","binary",0.99438465138044,"Harbor seal"
0.85,"spec","binary",0.994759007955077,"Harbor seal"
0.86,"spec","binary",0.995039775386055,"Harbor seal"
0.87,"spec","binary",0.995601310248011,"Harbor seal"
0.88,"spec","binary",0.995975666822649,"Harbor seal"
0.89,"spec","binary",0.996350023397286,"Harbor seal"
0.9,"spec","binary",0.996724379971923,"Harbor seal"
0.1,"j_index","binary",0.457794582784919,"Harbor seal"
0.11,"j_index","binary",0.440983906736384,"Harbor seal"
0.12,"j_index","binary",0.414583004023707,"Harbor seal"
0.13,"j_index","binary",0.398471585991677,"Harbor seal"
0.14,"j_index","binary",0.403924483890303,"Harbor seal"
0.15,"j_index","binary",0.396280222798503,"Harbor seal"
0.16,"j_index","binary",0.397639925942504,"Harbor seal"
0.17,"j_index","binary",0.394344899469922,"Harbor seal"
0.18,"j_index","binary",0.394207176315374,"Harbor seal"
0.19,"j_index","binary",0.377814990852365,"Harbor seal"
0.2,"j_index","binary",0.372554592362938,"Harbor seal"
0.21,"j_index","binary",0.371574566915455,"Harbor seal"
0.22,"j_index","binary",0.361846617096765,"Harbor seal"
0.23,"j_index","binary",0.345055347492734,"Harbor seal"
0.24,"j_index","binary",0.335701754248681,"Harbor seal"
0.25,"j_index","binary",0.32959905346632,"Harbor seal"
0.26,"j_index","binary",0.320619816796904,"Harbor seal"
0.27,"j_index","binary",0.317393651901597,"Harbor seal"
0.28,"j_index","binary",0.314448254437268,"Harbor seal"
0.29,"j_index","binary",0.311222089541961,"Harbor seal"
0.3,"j_index","binary",0.304277086466666,"Harbor seal"
0.31,"j_index","binary",0.300021440991106,"Harbor seal"
0.32,"j_index","binary",0.299578222839194,"Harbor seal"
0.33,"j_index","binary",0.294667453358019,"Harbor seal"
0.34,"j_index","binary",0.286412202271493,"Harbor seal"
0.35,"j_index","binary",0.284284379533713,"Harbor seal"
0.36,"j_index","binary",0.272403879410858,"Harbor seal"
0.37,"j_index","binary",0.264522984898969,"Harbor seal"
0.38,"j_index","binary",0.259518626274135,"Harbor seal"
0.39,"j_index","binary",0.244200055402269,"Harbor seal"
0.4,"j_index","binary",0.242165821808148,"Harbor seal"
0.41,"j_index","binary",0.233442625003326,"Harbor seal"
0.42,"j_index","binary",0.231595569696524,"Harbor seal"
0.43,"j_index","binary",0.226684800215349,"Harbor seal"
0.44,"j_index","binary",0.224276210046591,"Harbor seal"
0.45,"j_index","binary",0.225586458057822,"Harbor seal"
0.46,"j_index","binary",0.223645813607361,"Harbor seal"
0.47,"j_index","binary",0.224675294187613,"Harbor seal"
0.48,"j_index","binary",0.226266309629822,"Harbor seal"
0.49,"j_index","binary",0.227576557641053,"Harbor seal"
0.5,"j_index","binary",0.229073983939602,"Harbor seal"
0.51,"j_index","binary",0.223040144734515,"Harbor seal"
0.52,"j_index","binary",0.207815163006309,"Harbor seal"
0.53,"j_index","binary",0.204938627119254,"Harbor seal"
0.54,"j_index","binary",0.19853043133953,"Harbor seal"
0.55,"j_index","binary",0.192777359565421,"Harbor seal"
0.56,"j_index","binary",0.193900429289333,"Harbor seal"
0.57,"j_index","binary",0.191585428264234,"Harbor seal"
0.58,"j_index","binary",0.186393891352082,"Harbor seal"
0.59,"j_index","binary",0.183985301183324,"Harbor seal"
0.6,"j_index","binary",0.16829237373682,"Harbor seal"
0.61,"j_index","binary",0.165696605280744,"Harbor seal"
0.62,"j_index","binary",0.156224695326646,"Harbor seal"
0.63,"j_index","binary",0.150190856121559,"Harbor seal"
0.64,"j_index","binary",0.140906124454781,"Harbor seal"
0.65,"j_index","binary",0.141467659316737,"Harbor seal"
0.66,"j_index","binary",0.139059069147979,"Harbor seal"
0.67,"j_index","binary",0.136088944117265,"Harbor seal"
0.68,"j_index","binary",0.126617034163167,"Harbor seal"
0.69,"j_index","binary",0.12067678410174,"Harbor seal"
0.7,"j_index","binary",0.104422321793281,"Harbor seal"
0.71,"j_index","binary",0.0981077151572156,"Harbor seal"
0.72,"j_index","binary",0.0982013043008749,"Harbor seal"
0.73,"j_index","binary",0.0920738759521287,"Harbor seal"
0.74,"j_index","binary",0.085572091028745,"Harbor seal"
0.75,"j_index","binary",0.0826019659980313,"Harbor seal"
0.76,"j_index","binary",0.0800061975419546,"Harbor seal"
0.77,"j_index","binary",0.0809420889785482,"Harbor seal"
0.78,"j_index","binary",0.074908249773461,"Harbor seal"
0.79,"j_index","binary",0.0719381247427473,"Harbor seal"
0.8,"j_index","binary",0.0693423562866708,"Harbor seal"
0.81,"j_index","binary",0.0668401769742537,"Harbor seal"
0.82,"j_index","binary",0.0639636410871991,"Harbor seal"
0.83,"j_index","binary",0.0476155896350805,"Harbor seal"
0.84,"j_index","binary",0.0445518754607075,"Harbor seal"
0.85,"j_index","binary",0.0348927872192912,"Harbor seal"
0.86,"j_index","binary",0.0351735546502694,"Harbor seal"
0.87,"j_index","binary",0.0357350895122253,"Harbor seal"
0.88,"j_index","binary",0.0294204828761604,"Harbor seal"
0.89,"j_index","binary",0.0297948394507976,"Harbor seal"
0.9,"j_index","binary",0.0268247144200837,"Harbor seal"
0.1,"distance","binary",0.163229847471342,"Harbor seal"
0.11,"distance","binary",0.181246322185302,"Harbor seal"
0.12,"distance","binary",0.208014805914416,"Harbor seal"
0.13,"distance","binary",0.226363799858709,"Harbor seal"
0.14,"distance","binary",0.226832854227558,"Harbor seal"
0.15,"distance","binary",0.239843122632222,"Harbor seal"
0.16,"distance","binary",0.244134071912894,"Harbor seal"
0.17,"distance","binary",0.252204891582541,"Harbor seal"
0.18,"distance","binary",0.257287200600952,"Harbor seal"
0.19,"distance","binary",0.279505450829972,"Harbor seal"
0.2,"distance","binary",0.289040678623908,"Harbor seal"
0.21,"distance","binary",0.295056717612801,"Harbor seal"
0.22,"distance","binary",0.308885375304118,"Harbor seal"
0.23,"distance","binary",0.330724587937587,"Harbor seal"
0.24,"distance","binary",0.345436843742277,"Harbor seal"
0.25,"distance","binary",0.356583226287739,"Harbor seal"
0.26,"distance","binary",0.371930334420372,"Harbor seal"
0.27,"distance","binary",0.379572715959874,"Harbor seal"
0.28,"distance","binary",0.387290961824299,"Harbor seal"
0.29,"distance","binary",0.395162220649804,"Harbor seal"
0.3,"distance","binary",0.407431257912594,"Harbor seal"
0.31,"distance","binary",0.415689625680582,"Harbor seal"
0.32,"distance","binary",0.419668875457491,"Harbor seal"
0.33,"distance","binary",0.428156653180502,"Harbor seal"
0.34,"distance","binary",0.441158534404431,"Harbor seal"
0.35,"distance","binary",0.445475655939446,"Harbor seal"
0.36,"distance","binary",0.463314041086473,"Harbor seal"
0.37,"distance","binary",0.476833839700918,"Harbor seal"
0.38,"distance","binary",0.485941604225801,"Harbor seal"
0.39,"distance","binary",0.509363307115877,"Harbor seal"
0.4,"distance","binary",0.514027460803652,"Harbor seal"
0.41,"distance","binary",0.528381740533718,"Harbor seal"
0.42,"distance","binary",0.533127495644132,"Harbor seal"
0.43,"distance","binary",0.542789413243884,"Harbor seal"
0.44,"distance","binary",0.547652873264584,"Harbor seal"
0.45,"distance","binary",0.547558697272762,"Harbor seal"
0.46,"distance","binary",0.552416806401358,"Harbor seal"
0.47,"distance","binary",0.552348110130537,"Harbor seal"
0.48,"distance","binary",0.552246112416179,"Harbor seal"
0.49,"distance","binary",0.552165915673143,"Harbor seal"
0.5,"distance","binary",0.552078466537879,"Harbor seal"
0.51,"distance","binary",0.562019134758589,"Harbor seal"
0.52,"distance","binary",0.58727341927152,"Harbor seal"
0.53,"distance","binary",0.592383196416283,"Harbor seal"
0.54,"distance","binary",0.602704225322862,"Harbor seal"
0.55,"distance","binary",0.613082216788148,"Harbor seal"
0.56,"distance","binary",0.613028191721411,"Harbor seal"
0.57,"distance","binary",0.618226911083106,"Harbor seal"
0.58,"distance","binary",0.628721050807892,"Harbor seal"
0.59,"distance","binary",0.633995826378133,"Harbor seal"
0.6,"distance","binary",0.660856914262785,"Harbor seal"
0.61,"distance","binary",0.666276392197191,"Harbor seal"
0.62,"distance","binary",0.682732537395682,"Harbor seal"
0.63,"distance","binary",0.693805863211022,"Harbor seal"
0.64,"distance","binary",0.71059281026904,"Harbor seal"
0.65,"distance","binary",0.710574836949172,"Harbor seal"
0.66,"distance","binary",0.716194989234818,"Harbor seal"
0.67,"distance","binary",0.721855135597636,"Harbor seal"
0.68,"distance","binary",0.738986723621122,"Harbor seal"
0.69,"distance","binary",0.750510038090651,"Harbor seal"
0.7,"distance","binary",0.779748226665223,"Harbor seal"
0.71,"distance","binary",0.791595597807077,"Harbor seal"
0.72,"distance","binary",0.791593311726918,"Harbor seal"
0.73,"distance","binary",0.803526138219647,"Harbor seal"
0.74,"distance","binary",0.815557488383545,"Harbor seal"
0.75,"distance","binary",0.821600466262663,"Harbor seal"
0.76,"distance","binary",0.827658247542569,"Harbor seal"
0.77,"distance","binary",0.827639853794166,"Harbor seal"
0.78,"distance","binary",0.839842648954411,"Harbor seal"
0.79,"distance","binary",0.845977143362449,"Harbor seal"
0.8,"distance","binary",0.852128473242527,"Harbor seal"
0.81,"distance","binary",0.85830202533525,"Harbor seal"
0.82,"distance","binary",0.864503922131157,"Harbor seal"
0.83,"distance","binary",0.895874855458628,"Harbor seal"
0.84,"distance","binary",0.902213834351504,"Harbor seal"
0.85,"distance","binary",0.921370629707216,"Harbor seal"
0.86,"distance","binary",0.921367765537821,"Harbor seal"
0.87,"distance","binary",0.921362510181135,"Harbor seal"
0.88,"distance","binary",0.934245118871352,"Harbor seal"
0.89,"distance","binary",0.93424224594303,"Harbor seal"
0.9,"distance","binary",0.940716090924138,"Harbor seal"
0.1,"kap","binary",0.243260353070072,"Soupfin shark"
0.11,"kap","binary",0.256645982639343,"Soupfin shark"
0.12,"kap","binary",0.275496032339682,"Soupfin shark"
0.13,"kap","binary",0.285882600646332,"Soupfin shark"
0.14,"kap","binary",0.292237639073843,"Soupfin shark"
0.15,"kap","binary",0.301312196809458,"Soupfin shark"
0.16,"kap","binary",0.305261977200548,"Soupfin shark"
0.17,"kap","binary",0.314264346541193,"Soupfin shark"
0.18,"kap","binary",0.321762929325645,"Soupfin shark"
0.19,"kap","binary",0.331532532370367,"Soupfin shark"
0.2,"kap","binary",0.338260797579928,"Soupfin shark"
0.21,"kap","binary",0.347411103662237,"Soupfin shark"
0.22,"kap","binary",0.352461015204189,"Soupfin shark"
0.23,"kap","binary",0.360505168610887,"Soupfin shark"
0.24,"kap","binary",0.36496064399763,"Soupfin shark"
0.25,"kap","binary",0.371521710219066,"Soupfin shark"
0.26,"kap","binary",0.377398225908217,"Soupfin shark"
0.27,"kap","binary",0.381504609930069,"Soupfin shark"
0.28,"kap","binary",0.387040635597829,"Soupfin shark"
0.29,"kap","binary",0.394890880199993,"Soupfin shark"
0.3,"kap","binary",0.402345808367148,"Soupfin shark"
0.31,"kap","binary",0.405645612229047,"Soupfin shark"
0.32,"kap","binary",0.405494654040101,"Soupfin shark"
0.33,"kap","binary",0.408356258860241,"Soupfin shark"
0.34,"kap","binary",0.408815137004304,"Soupfin shark"
0.35,"kap","binary",0.406226985975972,"Soupfin shark"
0.36,"kap","binary",0.411377342666292,"Soupfin shark"
0.37,"kap","binary",0.414789270629875,"Soupfin shark"
0.38,"kap","binary",0.418934633555455,"Soupfin shark"
0.39,"kap","binary",0.418292184783745,"Soupfin shark"
0.4,"kap","binary",0.42060862219996,"Soupfin shark"
0.41,"kap","binary",0.415299122866864,"Soupfin shark"
0.42,"kap","binary",0.413239350939213,"Soupfin shark"
0.43,"kap","binary",0.414542004291508,"Soupfin shark"
0.44,"kap","binary",0.418658538277823,"Soupfin shark"
0.45,"kap","binary",0.415163942893478,"Soupfin shark"
0.46,"kap","binary",0.407717147403312,"Soupfin shark"
0.47,"kap","binary",0.40721349029656,"Soupfin shark"
0.48,"kap","binary",0.410002116936627,"Soupfin shark"
0.49,"kap","binary",0.408842407409868,"Soupfin shark"
0.5,"kap","binary",0.41098808224747,"Soupfin shark"
0.51,"kap","binary",0.407584833572967,"Soupfin shark"
0.52,"kap","binary",0.406743241951,"Soupfin shark"
0.53,"kap","binary",0.406225729012215,"Soupfin shark"
0.54,"kap","binary",0.40419787190249,"Soupfin shark"
0.55,"kap","binary",0.402546578009481,"Soupfin shark"
0.56,"kap","binary",0.400445181688004,"Soupfin shark"
0.57,"kap","binary",0.3927613768006,"Soupfin shark"
0.58,"kap","binary",0.394587968312269,"Soupfin shark"
0.59,"kap","binary",0.397976911177823,"Soupfin shark"
0.6,"kap","binary",0.392060048576331,"Soupfin shark"
0.61,"kap","binary",0.38724447239389,"Soupfin shark"
0.62,"kap","binary",0.380158697499231,"Soupfin shark"
0.63,"kap","binary",0.378432559901813,"Soupfin shark"
0.64,"kap","binary",0.374172915474501,"Soupfin shark"
0.65,"kap","binary",0.372330655536161,"Soupfin shark"
0.66,"kap","binary",0.362343766746112,"Soupfin shark"
0.67,"kap","binary",0.358482040855097,"Soupfin shark"
0.68,"kap","binary",0.356929173502419,"Soupfin shark"
0.69,"kap","binary",0.356158084068143,"Soupfin shark"
0.7,"kap","binary",0.349409291430369,"Soupfin shark"
0.71,"kap","binary",0.344756687622209,"Soupfin shark"
0.72,"kap","binary",0.337415390775134,"Soupfin shark"
0.73,"kap","binary",0.334157018715031,"Soupfin shark"
0.74,"kap","binary",0.333751263108028,"Soupfin shark"
0.75,"kap","binary",0.326902111206264,"Soupfin shark"
0.76,"kap","binary",0.327402625465011,"Soupfin shark"
0.77,"kap","binary",0.323101471938184,"Soupfin shark"
0.78,"kap","binary",0.323190013975999,"Soupfin shark"
0.79,"kap","binary",0.31717884364536,"Soupfin shark"
0.8,"kap","binary",0.303703261135905,"Soupfin shark"
0.81,"kap","binary",0.294229648296817,"Soupfin shark"
0.82,"kap","binary",0.279333921884101,"Soupfin shark"
0.83,"kap","binary",0.273962952735823,"Soupfin shark"
0.84,"kap","binary",0.270552781914054,"Soupfin shark"
0.85,"kap","binary",0.266723584550874,"Soupfin shark"
0.86,"kap","binary",0.258943303045682,"Soupfin shark"
0.87,"kap","binary",0.254036376028953,"Soupfin shark"
0.88,"kap","binary",0.24141157221819,"Soupfin shark"
0.89,"kap","binary",0.230292268146823,"Soupfin shark"
0.9,"kap","binary",0.222882382695781,"Soupfin shark"
0.1,"sens","binary",0.704134366925065,"Soupfin shark"
0.11,"sens","binary",0.691214470284238,"Soupfin shark"
0.12,"sens","binary",0.678294573643411,"Soupfin shark"
0.13,"sens","binary",0.670542635658915,"Soupfin shark"
0.14,"sens","binary",0.657622739018088,"Soupfin shark"
0.15,"sens","binary",0.638242894056848,"Soupfin shark"
0.16,"sens","binary",0.622739018087855,"Soupfin shark"
0.17,"sens","binary",0.613695090439277,"Soupfin shark"
0.18,"sens","binary",0.604651162790698,"Soupfin shark"
0.19,"sens","binary",0.599483204134367,"Soupfin shark"
0.2,"sens","binary",0.591731266149871,"Soupfin shark"
0.21,"sens","binary",0.585271317829457,"Soupfin shark"
0.22,"sens","binary",0.582687338501292,"Soupfin shark"
0.23,"sens","binary",0.581395348837209,"Soupfin shark"
0.24,"sens","binary",0.57235142118863,"Soupfin shark"
0.25,"sens","binary",0.569767441860465,"Soupfin shark"
0.26,"sens","binary",0.564599483204134,"Soupfin shark"
0.27,"sens","binary",0.560723514211886,"Soupfin shark"
0.28,"sens","binary",0.556847545219638,"Soupfin shark"
0.29,"sens","binary",0.551679586563308,"Soupfin shark"
0.3,"sens","binary",0.550387596899225,"Soupfin shark"
0.31,"sens","binary",0.545219638242894,"Soupfin shark"
0.32,"sens","binary",0.537467700258398,"Soupfin shark"
0.33,"sens","binary",0.53359173126615,"Soupfin shark"
0.34,"sens","binary",0.524547803617571,"Soupfin shark"
0.35,"sens","binary",0.51421188630491,"Soupfin shark"
0.36,"sens","binary",0.510335917312661,"Soupfin shark"
0.37,"sens","binary",0.506459948320413,"Soupfin shark"
0.38,"sens","binary",0.501291989664083,"Soupfin shark"
0.39,"sens","binary",0.494832041343669,"Soupfin shark"
0.4,"sens","binary",0.489664082687339,"Soupfin shark"
0.41,"sens","binary",0.479328165374677,"Soupfin shark"
0.42,"sens","binary",0.470284237726098,"Soupfin shark"
0.43,"sens","binary",0.463824289405685,"Soupfin shark"
0.44,"sens","binary",0.461240310077519,"Soupfin shark"
0.45,"sens","binary",0.452196382428941,"Soupfin shark"
0.46,"sens","binary",0.440568475452196,"Soupfin shark"
0.47,"sens","binary",0.4328165374677,"Soupfin shark"
0.48,"sens","binary",0.430232558139535,"Soupfin shark"
0.49,"sens","binary",0.425064599483204,"Soupfin shark"
0.5,"sens","binary",0.423772609819121,"Soupfin shark"
0.51,"sens","binary",0.416020671834625,"Soupfin shark"
0.52,"sens","binary",0.410852713178295,"Soupfin shark"
0.53,"sens","binary",0.404392764857881,"Soupfin shark"
0.54,"sens","binary",0.397932816537468,"Soupfin shark"
0.55,"sens","binary",0.392764857881137,"Soupfin shark"
0.56,"sens","binary",0.386304909560723,"Soupfin shark"
0.57,"sens","binary",0.374677002583979,"Soupfin shark"
0.58,"sens","binary",0.373385012919897,"Soupfin shark"
0.59,"sens","binary",0.372093023255814,"Soupfin shark"
0.6,"sens","binary",0.361757105943152,"Soupfin shark"
0.61,"sens","binary",0.352713178294574,"Soupfin shark"
0.62,"sens","binary",0.341085271317829,"Soupfin shark"
0.63,"sens","binary",0.334625322997416,"Soupfin shark"
0.64,"sens","binary",0.32687338501292,"Soupfin shark"
0.65,"sens","binary",0.320413436692506,"Soupfin shark"
0.66,"sens","binary",0.306201550387597,"Soupfin shark"
0.67,"sens","binary",0.301033591731266,"Soupfin shark"
0.68,"sens","binary",0.298449612403101,"Soupfin shark"
0.69,"sens","binary",0.295865633074935,"Soupfin shark"
0.7,"sens","binary",0.288113695090439,"Soupfin shark"
0.71,"sens","binary",0.281653746770026,"Soupfin shark"
0.72,"sens","binary",0.27390180878553,"Soupfin shark"
0.73,"sens","binary",0.267441860465116,"Soupfin shark"
0.74,"sens","binary",0.263565891472868,"Soupfin shark"
0.75,"sens","binary",0.255813953488372,"Soupfin shark"
0.76,"sens","binary",0.254521963824289,"Soupfin shark"
0.77,"sens","binary",0.248062015503876,"Soupfin shark"
0.78,"sens","binary",0.246770025839793,"Soupfin shark"
0.79,"sens","binary",0.24031007751938,"Soupfin shark"
0.8,"sens","binary",0.227390180878553,"Soupfin shark"
0.81,"sens","binary",0.217054263565891,"Soupfin shark"
0.82,"sens","binary",0.204134366925065,"Soupfin shark"
0.83,"sens","binary",0.198966408268734,"Soupfin shark"
0.84,"sens","binary",0.195090439276486,"Soupfin shark"
0.85,"sens","binary",0.191214470284238,"Soupfin shark"
0.86,"sens","binary",0.183462532299742,"Soupfin shark"
0.87,"sens","binary",0.178294573643411,"Soupfin shark"
0.88,"sens","binary",0.167958656330749,"Soupfin shark"
0.89,"sens","binary",0.158914728682171,"Soupfin shark"
0.9,"sens","binary",0.152454780361757,"Soupfin shark"
0.1,"spec","binary",0.800979431929481,"Soupfin shark"
0.11,"spec","binary",0.816258570029383,"Soupfin shark"
0.12,"spec","binary",0.83437806072478,"Soupfin shark"
0.13,"spec","binary",0.843878550440744,"Soupfin shark"
0.14,"spec","binary",0.852007835455436,"Soupfin shark"
0.15,"spec","binary",0.863467189030362,"Soupfin shark"
0.16,"spec","binary",0.870421155729677,"Soupfin shark"
0.17,"spec","binary",0.878060724779628,"Soupfin shark"
0.18,"spec","binary",0.88462291870715,"Soupfin shark"
0.19,"spec","binary",0.890989226248776,"Soupfin shark"
0.2,"spec","binary",0.896376101860921,"Soupfin shark"
0.21,"spec","binary",0.902350636630754,"Soupfin shark"
0.22,"spec","binary",0.905288932419197,"Soupfin shark"
0.23,"spec","binary",0.909108716944172,"Soupfin shark"
0.24,"spec","binary",0.91332027424094,"Soupfin shark"
0.25,"spec","binary",0.916650342801175,"Soupfin shark"
0.26,"spec","binary",0.920274240940255,"Soupfin shark"
0.27,"spec","binary",0.922820763956905,"Soupfin shark"
0.28,"spec","binary",0.925857002938296,"Soupfin shark"
0.29,"spec","binary",0.929970617042116,"Soupfin shark"
0.3,"spec","binary",0.932908912830558,"Soupfin shark"
0.31,"spec","binary",0.935259549461312,"Soupfin shark"
