".threshold","specificity","sensitivity","species"
0.546,0.952845845943571,0.264507422402159,"California sea lion"
0.548,0.953236356536171,0.264507422402159,"California sea lion"
0.55,0.953822122425071,0.263157894736842,"California sea lion"
0.552,0.954115005369521,0.260458839406208,"California sea lion"
0.554,0.954310260665821,0.255060728744939,"California sea lion"
0.556,0.95479839890657,0.253711201079622,"California sea lion"
0.558,0.95538416479547,0.252361673414305,"California sea lion"
0.56,0.95557942009177,0.251012145748988,"California sea lion"
0.562,0.95606755833252,0.251012145748988,"California sea lion"
0.564,0.956750951869569,0.251012145748988,"California sea lion"
0.566,0.957336717758469,0.248313090418354,"California sea lion"
0.568,0.958020111295519,0.246963562753036,"California sea lion"
0.57,0.958117738943669,0.246963562753036,"California sea lion"
0.572,0.958410621888119,0.246963562753036,"California sea lion"
0.574,0.958801132480719,0.245614035087719,"California sea lion"
0.576,0.959094015425168,0.245614035087719,"California sea lion"
0.578,0.959191643073318,0.245614035087719,"California sea lion"
0.58,0.959484526017768,0.242914979757085,"California sea lion"
0.582,0.960167919554818,0.241565452091768,"California sea lion"
0.584,0.960656057795568,0.240215924426451,"California sea lion"
0.586,0.961046568388167,0.238866396761134,"California sea lion"
0.588,0.961729961925217,0.238866396761134,"California sea lion"
0.59,0.962413355462267,0.238866396761134,"California sea lion"
0.592,0.962901493703017,0.236167341430499,"California sea lion"
0.594,0.963096748999317,0.236167341430499,"California sea lion"
0.596,0.963292004295617,0.233468286099865,"California sea lion"
0.598,0.963682514888216,0.233468286099865,"California sea lion"
0.6,0.963975397832666,0.233468286099865,"California sea lion"
0.602,0.964561163721566,0.233468286099865,"California sea lion"
0.604,0.964854046666016,0.230769230769231,"California sea lion"
0.606,0.965244557258616,0.229419703103914,"California sea lion"
0.608,0.966025578443815,0.229419703103914,"California sea lion"
0.61,0.966416089036415,0.228070175438596,"California sea lion"
0.612,0.966416089036415,0.226720647773279,"California sea lion"
0.614,0.966611344332715,0.222672064777328,"California sea lion"
0.616,0.966904227277165,0.222672064777328,"California sea lion"
0.618,0.967294737869765,0.221322537112011,"California sea lion"
0.62,0.967782876110515,0.221322537112011,"California sea lion"
0.622,0.968075759054964,0.221322537112011,"California sea lion"
0.624,0.968759152592014,0.219973009446694,"California sea lion"
0.626,0.968954407888314,0.218623481781377,"California sea lion"
0.628,0.969344918480914,0.217273954116059,"California sea lion"
0.63,0.969637801425364,0.217273954116059,"California sea lion"
0.632,0.969735429073514,0.217273954116059,"California sea lion"
0.634,0.970125939666113,0.213225371120108,"California sea lion"
0.636,0.970321194962413,0.206477732793522,"California sea lion"
0.638,0.970906960851313,0.199730094466937,"California sea lion"
0.64,0.971297471443913,0.198380566801619,"California sea lion"
0.642,0.971492726740213,0.198380566801619,"California sea lion"
0.644,0.971590354388363,0.195681511470985,"California sea lion"
0.648,0.971980864980963,0.195681511470985,"California sea lion"
0.65,0.972176120277263,0.194331983805668,"California sea lion"
0.652,0.972859513814312,0.194331983805668,"California sea lion"
0.654,0.972957141462462,0.194331983805668,"California sea lion"
0.656,0.973250024406912,0.194331983805668,"California sea lion"
0.658,0.973542907351362,0.190283400809717,"California sea lion"
0.664,0.973738162647662,0.187584345479082,"California sea lion"
0.666,0.974031045592112,0.186234817813765,"California sea lion"
0.668,0.974323928536562,0.184885290148448,"California sea lion"
0.67,0.975104949721761,0.184885290148448,"California sea lion"
0.672,0.975397832666211,0.182186234817814,"California sea lion"
0.674,0.975593087962511,0.182186234817814,"California sea lion"
0.676,0.975788343258811,0.182186234817814,"California sea lion"
0.678,0.976178853851411,0.180836707152497,"California sea lion"
0.68,0.97666699209216,0.180836707152497,"California sea lion"
0.682,0.97715513033291,0.176788124156545,"California sea lion"
0.684,0.97744801327736,0.176788124156545,"California sea lion"
0.686,0.97764326857366,0.175438596491228,"California sea lion"
0.688,0.97813140681441,0.174089068825911,"California sea lion"
0.69,0.97822903446256,0.174089068825911,"California sea lion"
0.692,0.97842428975886,0.174089068825911,"California sea lion"
0.694,0.97871717270331,0.171390013495277,"California sea lion"
0.696,0.979107683295909,0.17004048582996,"California sea lion"
0.698,0.979302938592209,0.167341430499325,"California sea lion"
0.7,0.979498193888509,0.167341430499325,"California sea lion"
0.702,0.979986332129259,0.165991902834008,"California sea lion"
0.704,0.980083959777409,0.165991902834008,"California sea lion"
0.706,0.980376842721859,0.163292847503374,"California sea lion"
0.708,0.980474470370009,0.163292847503374,"California sea lion"
0.71,0.980669725666309,0.159244264507422,"California sea lion"
0.712,0.980864980962609,0.157894736842105,"California sea lion"
0.714,0.981157863907059,0.155195681511471,"California sea lion"
0.716,0.981157863907059,0.153846153846154,"California sea lion"
0.718,0.981743629795958,0.153846153846154,"California sea lion"
0.72,0.982036512740408,0.152496626180837,"California sea lion"
0.722,0.982231768036708,0.15114709851552,"California sea lion"
0.724,0.982622278629308,0.148448043184885,"California sea lion"
0.726,0.982817533925608,0.147098515519568,"California sea lion"
0.73,0.983012789221908,0.147098515519568,"California sea lion"
0.732,0.983110416870058,0.147098515519568,"California sea lion"
0.734,0.983403299814507,0.147098515519568,"California sea lion"
0.736,0.983500927462657,0.144399460188934,"California sea lion"
0.738,0.983696182758957,0.143049932523617,"California sea lion"
0.74,0.983989065703407,0.140350877192982,"California sea lion"
0.742,0.984574831592307,0.140350877192982,"California sea lion"
0.744,0.984867714536757,0.140350877192982,"California sea lion"
0.746,0.984965342184907,0.140350877192982,"California sea lion"
0.748,0.985258225129357,0.140350877192982,"California sea lion"
0.75,0.985551108073807,0.136302294197031,"California sea lion"
0.752,0.985648735721956,0.136302294197031,"California sea lion"
0.754,0.985843991018256,0.136302294197031,"California sea lion"
0.756,0.985843991018256,0.134952766531714,"California sea lion"
0.758,0.985941618666406,0.134952766531714,"California sea lion"
0.76,0.986332129259006,0.134952766531714,"California sea lion"
0.762,0.986527384555306,0.134952766531714,"California sea lion"
0.764,0.986722639851606,0.13225371120108,"California sea lion"
0.766,0.986820267499756,0.13225371120108,"California sea lion"
0.768,0.987015522796056,0.130904183535762,"California sea lion"
0.77,0.987015522796056,0.128205128205128,"California sea lion"
0.772,0.987113150444206,0.126855600539811,"California sea lion"
0.774,0.987308405740506,0.125506072874494,"California sea lion"
0.776,0.987698916333106,0.124156545209177,"California sea lion"
0.778,0.987894171629405,0.12280701754386,"California sea lion"
0.78,0.988382309870155,0.12280701754386,"California sea lion"
0.782,0.988577565166455,0.12280701754386,"California sea lion"
0.784,0.988675192814605,0.121457489878543,"California sea lion"
0.786,0.988772820462755,0.120107962213225,"California sea lion"
0.788,0.988870448110905,0.118758434547908,"California sea lion"
0.79,0.988968075759055,0.118758434547908,"California sea lion"
0.792,0.988968075759055,0.114709851551957,"California sea lion"
0.794,0.989065703407205,0.11336032388664,"California sea lion"
0.796,0.989358586351655,0.11336032388664,"California sea lion"
0.798,0.989749096944255,0.11336032388664,"California sea lion"
0.8,0.989846724592405,0.110661268556005,"California sea lion"
0.802,0.990139607536854,0.109311740890688,"California sea lion"
0.804,0.990139607536854,0.107962213225371,"California sea lion"
0.806,0.990237235185004,0.106612685560054,"California sea lion"
0.808,0.990530118129454,0.105263157894737,"California sea lion"
0.81,0.990530118129454,0.10391363022942,"California sea lion"
0.812,0.990530118129454,0.102564102564103,"California sea lion"
0.814,0.990725373425754,0.0998650472334683,"California sea lion"
0.816,0.990920628722054,0.0985155195681511,"California sea lion"
0.818,0.991018256370204,0.097165991902834,"California sea lion"
0.82,0.991213511666504,0.0958164642375169,"California sea lion"
0.822,0.991408766962804,0.0958164642375169,"California sea lion"
0.824,0.991506394610954,0.0958164642375169,"California sea lion"
0.826,0.991604022259104,0.0958164642375169,"California sea lion"
0.828,0.991701649907254,0.0931174089068826,"California sea lion"
0.83,0.991896905203554,0.0917678812415655,"California sea lion"
0.832,0.991994532851704,0.0917678812415655,"California sea lion"
0.836,0.992189788148004,0.0917678812415655,"California sea lion"
0.84,0.992287415796153,0.0904183535762483,"California sea lion"
0.842,0.992482671092453,0.0890688259109312,"California sea lion"
0.844,0.992677926388753,0.0890688259109312,"California sea lion"
0.848,0.992775554036903,0.087719298245614,"California sea lion"
0.85,0.992873181685053,0.0863697705802969,"California sea lion"
0.852,0.993068436981353,0.0863697705802969,"California sea lion"
0.854,0.993166064629503,0.0850202429149798,"California sea lion"
0.856,0.993361319925803,0.0836707152496626,"California sea lion"
0.858,0.993654202870253,0.0823211875843455,"California sea lion"
0.86,0.993751830518403,0.0823211875843455,"California sea lion"
0.862,0.994044713462853,0.0823211875843455,"California sea lion"
0.872,0.994142341111003,0.0809716599190283,"California sea lion"
0.874,0.994142341111003,0.0796221322537112,"California sea lion"
0.876,0.994239968759153,0.0796221322537112,"California sea lion"
0.878,0.994337596407303,0.0782726045883941,"California sea lion"
0.88,0.994337596407303,0.0769230769230769,"California sea lion"
0.882,0.994630479351752,0.0769230769230769,"California sea lion"
0.884,0.994630479351752,0.0728744939271255,"California sea lion"
0.886,0.994825734648052,0.0728744939271255,"California sea lion"
0.888,0.995020989944352,0.0715249662618084,"California sea lion"
0.892,0.995118617592502,0.0715249662618084,"California sea lion"
0.894,0.995216245240652,0.0715249662618084,"California sea lion"
0.896,0.995313872888802,0.0674763832658569,"California sea lion"
0.898,0.995509128185102,0.0647773279352227,"California sea lion"
0.9,0.995606755833252,0.0620782726045884,"California sea lion"
0.902,0.995704383481402,0.0620782726045884,"California sea lion"
0.904,0.995802011129552,0.058029689608637,"California sea lion"
0.906,0.995899638777702,0.0539811066126856,"California sea lion"
0.91,0.996192521722152,0.0539811066126856,"California sea lion"
0.912,0.996192521722152,0.0526315789473684,"California sea lion"
0.914,0.996192521722152,0.0512820512820513,"California sea lion"
0.916,0.996485404666602,0.0458839406207827,"California sea lion"
0.918,0.996973542907351,0.0445344129554656,"California sea lion"
0.92,0.997168798203651,0.0431848852901484,"California sea lion"
0.922,0.997266425851801,0.0418353576248313,"California sea lion"
0.924,0.997364053499951,0.0404858299595142,"California sea lion"
0.928,0.997656936444401,0.039136302294197,"California sea lion"
0.93,0.997852191740701,0.0364372469635627,"California sea lion"
0.934,0.997949819388851,0.0350877192982456,"California sea lion"
0.936,0.998047447037001,0.0337381916329285,"California sea lion"
0.938,0.998047447037001,0.0323886639676113,"California sea lion"
0.94,0.998242702333301,0.0296896086369771,"California sea lion"
0.942,0.998242702333301,0.0283400809716599,"California sea lion"
0.946,0.998340329981451,0.0283400809716599,"California sea lion"
0.948,0.998437957629601,0.0269905533063428,"California sea lion"
0.952,0.998633212925901,0.0256410256410256,"California sea lion"
0.956,0.998926095870351,0.0242914979757085,"California sea lion"
0.958,0.998926095870351,0.0229419703103914,"California sea lion"
0.96,0.9990237235185,0.0202429149797571,"California sea lion"
0.962,0.99912135116665,0.0188933873144399,"California sea lion"
0.964,0.99912135116665,0.0161943319838057,"California sea lion"
0.966,0.99912135116665,0.0121457489878543,"California sea lion"
0.968,0.99912135116665,0.0107962213225371,"California sea lion"
0.97,0.9992189788148,0.00944669365721997,"California sea lion"
0.972,0.99931660646295,0.00809716599190283,"California sea lion"
0.974,0.99931660646295,0.00539811066126856,"California sea lion"
0.978,0.99931660646295,0.00404858299595142,"California sea lion"
0.98,0.99931660646295,0.00269905533063428,"California sea lion"
0.982,0.99931660646295,0.00134952766531714,"California sea lion"
0.988,0.99951186175925,0.00134952766531714,"California sea lion"
0.99,0.9996094894074,0.00134952766531714,"California sea lion"
0.992,0.9996094894074,0,"California sea lion"
0.994,0.99970711705555,0,"California sea lion"
0.998,0.9998047447037,0,"California sea lion"
1,0.99990237235185,0,"California sea lion"
Inf,1,0,"California sea lion"
-Inf,0,1,"Harbor seal"
0,0,1,"Harbor seal"
0.00153846153846154,0.261113710809546,0.976588628762542,"Harbor seal"
0.00173333333333333,0.261488067384183,0.976588628762542,"Harbor seal"
0.00183333333333333,0.261581656527843,0.976588628762542,"Harbor seal"
0.00184615384615385,0.261862423958821,0.976588628762542,"Harbor seal"
0.00185185185185185,0.26195601310248,0.976588628762542,"Harbor seal"
0.00185714285714286,0.262143191389799,0.976588628762542,"Harbor seal"
0.00186666666666667,0.262236780533458,0.976588628762542,"Harbor seal"
0.00187096774193548,0.262330369677117,0.976588628762542,"Harbor seal"
0.001875,0.262423958820777,0.976588628762542,"Harbor seal"
0.00188235294117647,0.262517547964436,0.976588628762542,"Harbor seal"
0.00188571428571429,0.262611137108095,0.976588628762542,"Harbor seal"
0.00189473684210526,0.262704726251755,0.976588628762542,"Harbor seal"
