"species","variable","importance"
"Common murre","lat_dd",1725.23318844414
"Common murre","long_dd",1590.41260334771
"Common murre","sst_c",624.115471972147
"Common murre","depth_fa",591.392842218798
"Common murre","shore_km",159.460421200181
"Common murre","yday",123.275518230731
"Common murre","mesh_size_in",72.4044087372506
"Common murre","island_yn_X1",18.5579825923136
"Common murre","soak_hr",3.56749914707016
